XC-ID,scientific name,bird name,Vocalization Type,Author,Page URL
623450,Certhia brachydactyla,Short-toed Treecreeper,"call, subsong",Peter Boesman,https://xeno-canto.org/623450
624077,Certhia brachydactyla brachydactyla,Unknown,"call, song, wings",Jarek Matusiak,https://xeno-canto.org/624077
626533,Certhia brachydactyla,Short-toed Treecreeper,"call, series of ""hook"" calls",Stanislas Wroza,https://xeno-canto.org/626533
627639,Certhia brachydactyla,Short-toed Treecreeper,"call, song",Ciortan Bogdan,https://xeno-canto.org/627639
630183,Certhia brachydactyla,Short-toed Treecreeper,call,Albert Noorlander,https://xeno-canto.org/630183
630328,Certhia brachydactyla,Short-toed Treecreeper,call,Frederik Fluyt,https://xeno-canto.org/630328
631532,Certhia brachydactyla,Short-toed Treecreeper,"call, song",Peter Boesman,https://xeno-canto.org/631532
638622,Certhia brachydactyla,Short-toed Treecreeper,call,Marcel Gil Velasco,https://xeno-canto.org/638622
642207,Certhia brachydactyla,Short-toed Treecreeper,call,brickegickel,https://xeno-canto.org/642207
642969,Certhia brachydactyla,Short-toed Treecreeper,call,Maxence Fouillade,https://xeno-canto.org/642969
646284,Certhia brachydactyla,Short-toed Treecreeper,call,Stephan Risch,https://xeno-canto.org/646284
655821,Certhia brachydactyla,Short-toed Treecreeper,"call, song",Domagoj Tomičić,https://xeno-canto.org/655821
676527,Certhia brachydactyla,Short-toed Treecreeper,call,Jorge Leitão,https://xeno-canto.org/676527
678673,Certhia brachydactyla,Short-toed Treecreeper,call,Jorge Leitão,https://xeno-canto.org/678673
678674,Certhia brachydactyla,Short-toed Treecreeper,call,Jorge Leitão,https://xeno-canto.org/678674
678883,Certhia brachydactyla,Short-toed Treecreeper,call,Joel Neves,https://xeno-canto.org/678883
684062,Certhia brachydactyla,Short-toed Treecreeper,"call, ""tuu and srii calls""",Domagoj Tomičić,https://xeno-canto.org/684062
685374,Certhia brachydactyla,Short-toed Treecreeper,call,W. Agster,https://xeno-canto.org/685374
686696,Certhia brachydactyla,Short-toed Treecreeper,"call, song",Gianluca Congi,https://xeno-canto.org/686696
688735,Certhia brachydactyla,Short-toed Treecreeper,call,Jorge Leitão,https://xeno-canto.org/688735
688738,Certhia brachydactyla,Short-toed Treecreeper,call,Jorge Leitão,https://xeno-canto.org/688738
688979,Certhia brachydactyla,Short-toed Treecreeper,call,W. Agster,https://xeno-canto.org/688979
688980,Certhia brachydactyla,Short-toed Treecreeper,call,W. Agster,https://xeno-canto.org/688980
688984,Certhia brachydactyla,Short-toed Treecreeper,call,W. Agster,https://xeno-canto.org/688984
696487,Certhia brachydactyla,Short-toed Treecreeper,call,Benoît Van Hecke,https://xeno-canto.org/696487
697526,Certhia brachydactyla,Short-toed Treecreeper,"call, song, antagonistic behaviour",Romuald Mikusek,https://xeno-canto.org/697526
697528,Certhia brachydactyla,Short-toed Treecreeper,"call, song, antagonistic behaviour",Romuald Mikusek,https://xeno-canto.org/697528
697782,Certhia brachydactyla,Short-toed Treecreeper,"call, subsong",Tanguy Loïs,https://xeno-canto.org/697782
698950,Certhia brachydactyla,Short-toed Treecreeper,call,Dominique Guillerme,https://xeno-canto.org/698950
700290,Certhia brachydactyla,Short-toed Treecreeper,call,Domagoj Tomičić,https://xeno-canto.org/700290
700486,Certhia brachydactyla,Short-toed Treecreeper,call,Beatrix Saadi-Varchmin,https://xeno-canto.org/700486
700488,Certhia brachydactyla,Short-toed Treecreeper,"call, dawn song, song",Beatrix Saadi-Varchmin,https://xeno-canto.org/700488
700489,Certhia brachydactyla,Short-toed Treecreeper,"call, dawn song, song",Beatrix Saadi-Varchmin,https://xeno-canto.org/700489
700753,Certhia brachydactyla,Short-toed Treecreeper,call,Beatrix Saadi-Varchmin,https://xeno-canto.org/700753
701481,Certhia brachydactyla,Short-toed Treecreeper,call,Domagoj Tomičić,https://xeno-canto.org/701481
703055,Certhia brachydactyla,Short-toed Treecreeper,"call, ""srii and tu calls""",Domagoj Tomičić,https://xeno-canto.org/703055
705174,Certhia brachydactyla,Short-toed Treecreeper,call,Jacobo Ramil MIllarengo,https://xeno-canto.org/705174
707707,Certhia brachydactyla,Short-toed Treecreeper,call,SonoNatura,https://xeno-canto.org/707707
710351,Certhia brachydactyla,Short-toed Treecreeper,"call, song",Francesco Sottile,https://xeno-canto.org/710351
739008,Certhia brachydactyla,Short-toed Treecreeper,call,Fernando aranguren jiménez,https://xeno-canto.org/739008
741184,Certhia brachydactyla brachydactyla,Unknown,call,Étienne Leroy,https://xeno-canto.org/741184
747520,Certhia brachydactyla,Short-toed Treecreeper,"call, song",Jorge Leitão,https://xeno-canto.org/747520
748113,Certhia brachydactyla,Short-toed Treecreeper,call,Giuseppe Speranza,https://xeno-canto.org/748113
757050,Certhia brachydactyla,Short-toed Treecreeper,call,Lars Lachmann,https://xeno-canto.org/757050
759786,Certhia brachydactyla,Short-toed Treecreeper,"call, Territorial call",Jacobo Ramil Millarengo,https://xeno-canto.org/759786
760979,Certhia brachydactyla brachydactyla,Unknown,"call, song",Ding Li Yong,https://xeno-canto.org/760979
761179,Certhia brachydactyla brachydactyla,Unknown,call,Karol Łanocha,https://xeno-canto.org/761179
766856,Certhia brachydactyla,Short-toed Treecreeper,call,Uffe Damm Andersen,https://xeno-canto.org/766856
769293,Certhia brachydactyla,Short-toed Treecreeper,call,Michel Veldt,https://xeno-canto.org/769293
776735,Certhia brachydactyla,Short-toed Treecreeper,call,Teet Sirotkin,https://xeno-canto.org/776735
776737,Certhia brachydactyla,Short-toed Treecreeper,call,Teet Sirotkin,https://xeno-canto.org/776737
777048,Certhia brachydactyla,Short-toed Treecreeper,call,Bodo Sonnenburg,https://xeno-canto.org/777048
782534,Certhia brachydactyla,Short-toed Treecreeper,call,Grzegorz Lorek,https://xeno-canto.org/782534
782924,Certhia brachydactyla,Short-toed Treecreeper,"call, song",Beatrix Saadi-Varchmin,https://xeno-canto.org/782924
788566,Certhia brachydactyla,Short-toed Treecreeper,"call, song, Territorial call",Jacobo Ramil Millarengo,https://xeno-canto.org/788566
793308,Certhia brachydactyla,Short-toed Treecreeper,call,Dominique Guillerme,https://xeno-canto.org/793308
797277,Certhia brachydactyla,Short-toed Treecreeper,call,Pere Josa,https://xeno-canto.org/797277
804621,Certhia brachydactyla,Short-toed Treecreeper,"call, song",Francesco Sottile,https://xeno-canto.org/804621
805164,Certhia brachydactyla,Short-toed Treecreeper,call,Dominique Guillerme,https://xeno-canto.org/805164
806262,Certhia brachydactyla,Short-toed Treecreeper,call,Dominique Guillerme,https://xeno-canto.org/806262
807454,Certhia brachydactyla,Short-toed Treecreeper,call,Dominique Guillerme,https://xeno-canto.org/807454
808821,Certhia brachydactyla,Short-toed Treecreeper,call,Jorge Leitão,https://xeno-canto.org/808821
810341,Certhia brachydactyla,Short-toed Treecreeper,"call, song",Dries Van de Loock,https://xeno-canto.org/810341
814791,Certhia brachydactyla,Short-toed Treecreeper,call,Dominique Guillerme,https://xeno-canto.org/814791
814792,Certhia brachydactyla,Short-toed Treecreeper,call,Dominique Guillerme,https://xeno-canto.org/814792
815505,Certhia brachydactyla,Short-toed Treecreeper,call,Jorge Leitão,https://xeno-canto.org/815505
817767,Certhia brachydactyla,Short-toed Treecreeper,"call, contact calls",Dominique Guillerme,https://xeno-canto.org/817767
817768,Certhia brachydactyla,Short-toed Treecreeper,"call, contact calls",Dominique Guillerme,https://xeno-canto.org/817768
817769,Certhia brachydactyla,Short-toed Treecreeper,"call, contact calls",Dominique Guillerme,https://xeno-canto.org/817769
817770,Certhia brachydactyla,Short-toed Treecreeper,"call, contact calls",Dominique Guillerme,https://xeno-canto.org/817770
819598,Certhia brachydactyla,Short-toed Treecreeper,call,Pablo Bolaños Sittler,https://xeno-canto.org/819598
819842,Certhia brachydactyla,Short-toed Treecreeper,call,Dominique Guillerme,https://xeno-canto.org/819842
832647,Certhia brachydactyla,Short-toed Treecreeper,call,Jacobo Ramil Millarengo,https://xeno-canto.org/832647
832648,Certhia brachydactyla,Short-toed Treecreeper,call,Jacobo Ramil Millarengo,https://xeno-canto.org/832648
841727,Certhia brachydactyla,Short-toed Treecreeper,call,Gianluca Congi,https://xeno-canto.org/841727
841729,Certhia brachydactyla,Short-toed Treecreeper,call,Gianluca Congi,https://xeno-canto.org/841729
855455,Certhia brachydactyla,Short-toed Treecreeper,call,Teet Sirotkin,https://xeno-canto.org/855455
856164,Certhia brachydactyla,Short-toed Treecreeper,call,FREDERIC Lionel,https://xeno-canto.org/856164
856694,Certhia brachydactyla,Short-toed Treecreeper,call,FREDERIC Lionel,https://xeno-canto.org/856694
860533,Certhia brachydactyla,Short-toed Treecreeper,call,Sławomir Karpicki,https://xeno-canto.org/860533
872195,Certhia brachydactyla,Short-toed Treecreeper,call,Johannes Dag Mayer,https://xeno-canto.org/872195
872791,Certhia brachydactyla,Short-toed Treecreeper,call,João Tomás,https://xeno-canto.org/872791
877555,Certhia brachydactyla,Short-toed Treecreeper,call,Stephan Risch,https://xeno-canto.org/877555
878584,Certhia brachydactyla,Short-toed Treecreeper,"call, song",Nicolas Martinez,https://xeno-canto.org/878584
881635,Certhia brachydactyla,Short-toed Treecreeper,"call, song",Jorge Leitão,https://xeno-canto.org/881635
883113,Certhia brachydactyla,Short-toed Treecreeper,call,Jorge Leitão,https://xeno-canto.org/883113
890454,Certhia brachydactyla,Short-toed Treecreeper,call,João Tomás,https://xeno-canto.org/890454
892724,Certhia brachydactyla,Short-toed Treecreeper,call,Olivier SWIFT,https://xeno-canto.org/892724
904776,Certhia brachydactyla,Short-toed Treecreeper,call,Andrés Turrado Ubón,https://xeno-canto.org/904776
924652,Certhia brachydactyla,Short-toed Treecreeper,call,Jorge Leitão,https://xeno-canto.org/924652
925194,Certhia brachydactyla,Short-toed Treecreeper,call,Jorge Leitão,https://xeno-canto.org/925194
925199,Certhia brachydactyla,Short-toed Treecreeper,call,Jorge Leitão,https://xeno-canto.org/925199
925364,Certhia brachydactyla,Short-toed Treecreeper,call,Jorge Leitão,https://xeno-canto.org/925364
929056,Certhia brachydactyla,Short-toed Treecreeper,call,Jorge Leitão,https://xeno-canto.org/929056
932906,Certhia brachydactyla,Short-toed Treecreeper,call,FREDERIC Lionel,https://xeno-canto.org/932906
934674,Certhia brachydactyla,Short-toed Treecreeper,call,Gianluca Congi,https://xeno-canto.org/934674
938017,Certhia brachydactyla,Short-toed Treecreeper,call,Francesco Sottile,https://xeno-canto.org/938017
941915,Certhia brachydactyla,Short-toed Treecreeper,call,FREDERIC Lionel,https://xeno-canto.org/941915
944710,Certhia brachydactyla,Short-toed Treecreeper,call,João Tomás,https://xeno-canto.org/944710
956258,Certhia brachydactyla,Short-toed Treecreeper,call,Le Louaver Manuel,https://xeno-canto.org/956258
957314,Certhia brachydactyla,Short-toed Treecreeper,call,Bregt Desmet,https://xeno-canto.org/957314
972862,Certhia brachydactyla,Short-toed Treecreeper,call,Antonio Xeira,https://xeno-canto.org/972862
973544,Certhia brachydactyla,Short-toed Treecreeper,call,João Tomás,https://xeno-canto.org/973544
973570,Certhia brachydactyla,Short-toed Treecreeper,"call, song",João Tomás,https://xeno-canto.org/973570
975953,Certhia brachydactyla,Short-toed Treecreeper,"call, song",Arjun Dutta,https://xeno-canto.org/975953
977451,Certhia brachydactyla,Short-toed Treecreeper,call,FREDERIC Lionel,https://xeno-canto.org/977451
981091,Unknown,Unknown,Unknown,Unknown,https://xeno-canto.org/981091
190176,Columba oenas,Stock Dove,call,Anthony McGeehan,https://xeno-canto.org/190176
199550,Columba oenas,Stock Dove,call,david m,https://xeno-canto.org/199550
199551,Columba oenas,Stock Dove,call,david m,https://xeno-canto.org/199551
363948,Columba oenas,Stock Dove,call,david m,https://xeno-canto.org/363948
363950,Columba oenas,Stock Dove,call,david m,https://xeno-canto.org/363950
394375,Columba oenas,Stock Dove,call,david m,https://xeno-canto.org/394375
394376,Columba oenas,Stock Dove,call,david m,https://xeno-canto.org/394376
394377,Columba oenas,Stock Dove,call,david m,https://xeno-canto.org/394377
394379,Columba oenas,Stock Dove,call,david m,https://xeno-canto.org/394379
414215,Columba oenas oenas,Unknown,call,Frank Lambert,https://xeno-canto.org/414215
414216,Columba oenas oenas,Unknown,call,Frank Lambert,https://xeno-canto.org/414216
414217,Columba oenas oenas,Unknown,call,Frank Lambert,https://xeno-canto.org/414217
414218,Columba oenas oenas,Unknown,call,Frank Lambert,https://xeno-canto.org/414218
420316,Columba oenas,Stock Dove,call,Jorge Leitão,https://xeno-canto.org/420316
432239,Columba oenas oenas,Unknown,"call, song",nick talbot,https://xeno-canto.org/432239
530731,Columba oenas,Stock Dove,call,david m,https://xeno-canto.org/530731
530732,Columba oenas,Stock Dove,"call, wing beats",david m,https://xeno-canto.org/530732
530733,Columba oenas,Stock Dove,call,david m,https://xeno-canto.org/530733
530735,Columba oenas,Stock Dove,call,david m,https://xeno-canto.org/530735
530793,Columba oenas,Stock Dove,call,david m,https://xeno-canto.org/530793
553778,Columba oenas,Stock Dove,"call, song",Frederik Fluyt,https://xeno-canto.org/553778
617558,Columba oenas oenas,Unknown,call,david m,https://xeno-canto.org/617558
617565,Columba oenas oenas,Unknown,call,david m,https://xeno-canto.org/617565
625044,Columba oenas,Stock Dove,call,Micha Luhn,https://xeno-canto.org/625044
646932,Columba oenas,Stock Dove,call,Ad Hilders,https://xeno-canto.org/646932
648278,Columba oenas,Stock Dove,call,Ad Hilders,https://xeno-canto.org/648278
883769,Columba oenas,Stock Dove,"call, song",Jarek Matusiak,https://xeno-canto.org/883769
897405,Columba oenas,Stock Dove,call,David Bissett,https://xeno-canto.org/897405
900184,Columba oenas,Stock Dove,call,David Bissett,https://xeno-canto.org/900184
911582,Columba oenas,Stock Dove,call,Jorge Leitão,https://xeno-canto.org/911582
810553,Chroicocephalus ridibundus,Black-headed Gull,flight call,Beatrix Saadi-Varchmin,https://xeno-canto.org/810553
819022,Chroicocephalus ridibundus,Black-headed Gull,flight call,Grzegorz Lorek,https://xeno-canto.org/819022
829444,Chroicocephalus ridibundus,Black-headed Gull,flight call,W. Agster,https://xeno-canto.org/829444
871908,Chroicocephalus ridibundus,Black-headed Gull,flight call,Alain Malengreau,https://xeno-canto.org/871908
878724,Chroicocephalus ridibundus,Black-headed Gull,flight call,Paul Kelly,https://xeno-canto.org/878724
880517,Chroicocephalus ridibundus,Black-headed Gull,flight call,Paul Kelly,https://xeno-canto.org/880517
881963,Chroicocephalus ridibundus,Black-headed Gull,flight call,Olivier SWIFT,https://xeno-canto.org/881963
881964,Chroicocephalus ridibundus,Black-headed Gull,flight call,Olivier SWIFT,https://xeno-canto.org/881964
881974,Chroicocephalus ridibundus,Black-headed Gull,flight call,Olivier SWIFT,https://xeno-canto.org/881974
902454,Chroicocephalus ridibundus,Black-headed Gull,flight call,Gil Lissens,https://xeno-canto.org/902454
922661,Chroicocephalus ridibundus,Black-headed Gull,flight call,Grzegorz Lorek,https://xeno-canto.org/922661
931248,Chroicocephalus ridibundus,Black-headed Gull,flight call,Xavier Riera,https://xeno-canto.org/931248
935571,Chroicocephalus ridibundus,Black-headed Gull,flight call,FREDERIC Lionel,https://xeno-canto.org/935571
943182,Chroicocephalus ridibundus,Black-headed Gull,flight call,He Wenjin/文进,https://xeno-canto.org/943182
951941,Chroicocephalus ridibundus,Black-headed Gull,flight call,Bregt Desmet,https://xeno-canto.org/951941
954801,Chroicocephalus ridibundus,Black-headed Gull,"flight call, acrobatic flight",FREDERIC Lionel,https://xeno-canto.org/954801
954802,Chroicocephalus ridibundus,Black-headed Gull,"flight call, acrobatic flight",FREDERIC Lionel,https://xeno-canto.org/954802
973994,Chroicocephalus ridibundus,Black-headed Gull,"flight call, nocturnal flight call",Vandousselaere Patrick,https://xeno-canto.org/973994
137764,Branta canadensis,Canada Goose,flight call,Elias A. Ryberg,https://xeno-canto.org/137764
149148,Branta canadensis,Canada Goose,flight call,Fernand DEROUSSEN,https://xeno-canto.org/149148
149190,Branta canadensis,Canada Goose,flight call,Daniel Parker,https://xeno-canto.org/149190
164606,Branta canadensis,Canada Goose,flight call,Tero Linjama,https://xeno-canto.org/164606
215561,Branta canadensis,Canada Goose,flight call,david m,https://xeno-canto.org/215561
277882,Branta canadensis,Canada Goose,flight call,Eetu Paljakka,https://xeno-canto.org/277882
280896,Branta canadensis,Canada Goose,flight call,Peter Boesman,https://xeno-canto.org/280896
280897,Branta canadensis,Canada Goose,flight call,Peter Boesman,https://xeno-canto.org/280897
301555,Branta canadensis,Canada Goose,flight call,david m,https://xeno-canto.org/301555
301952,Branta canadensis parvipes,Unknown,flight call,Nick Komar,https://xeno-canto.org/301952
362377,Branta canadensis,Canada Goose,flight call,Eetu Paljakka,https://xeno-canto.org/362377
368732,Branta canadensis,Canada Goose,"flight call, wing flaps",Sue Riffe,https://xeno-canto.org/368732
448914,Branta canadensis,Canada Goose,flight call,Stanislas Wroza,https://xeno-canto.org/448914
464089,Branta canadensis,Canada Goose,flight call,Stanislas Wroza,https://xeno-canto.org/464089
599717,Branta canadensis,Canada Goose,flight call,Simon Elliott,https://xeno-canto.org/599717
605167,Branta canadensis,Canada Goose,flight call,Lars Edenius,https://xeno-canto.org/605167
636980,Branta canadensis,Canada Goose,flight call,Paul Marvin,https://xeno-canto.org/636980
704021,Branta canadensis,Canada Goose,"flight call, nocturnal flight call",Susanne Kuijpers,https://xeno-canto.org/704021
707411,Branta canadensis,Canada Goose,"flight call, nocturnal flight call",Susanne Kuijpers,https://xeno-canto.org/707411
780839,Branta canadensis,Canada Goose,"flight call, flock",Jorge Leitão,https://xeno-canto.org/780839
781895,Branta canadensis,Canada Goose,"flight call, nocturnal flight call",Susanne Kuijpers,https://xeno-canto.org/781895
896926,Branta canadensis,Canada Goose,flight call,Lars Edenius,https://xeno-canto.org/896926
617902,Corvus corone,Carrion Crow,flight call,Marcel Gil Velasco,https://xeno-canto.org/617902
638454,Corvus corone,Carrion Crow,flight call,Bernard BOUSQUET,https://xeno-canto.org/638454
638777,Corvus corone,Carrion Crow,flight call,Bernard BOUSQUET,https://xeno-canto.org/638777
659436,Corvus corone,Carrion Crow,flight call,Marcel Gil Velasco,https://xeno-canto.org/659436
676509,Corvus corone,Carrion Crow,flight call,Jorge Leitão,https://xeno-canto.org/676509
706707,Corvus corone,Carrion Crow,flight call,Jorge Leitão,https://xeno-canto.org/706707
706807,Corvus corone,Carrion Crow,flight call,Jorge Leitão,https://xeno-canto.org/706807
715720,Corvus corone,Carrion Crow,flight call,Jorge Leitão,https://xeno-canto.org/715720
758879,Corvus corone,Carrion Crow,flight call,Sergi,https://xeno-canto.org/758879
779007,Corvus corone,Carrion Crow,"flight call, nocturnal flight call",Will Scott,https://xeno-canto.org/779007
782248,Corvus corone,Carrion Crow,flight call,Chèvremont Fabian,https://xeno-canto.org/782248
783355,Corvus corone,Carrion Crow,flight call,Jorge Leitão,https://xeno-canto.org/783355
784307,Corvus corone,Carrion Crow,flight call,João Tomás,https://xeno-canto.org/784307
799067,Corvus corone,Carrion Crow,flight call,Frank Holzapfel,https://xeno-canto.org/799067
818956,Corvus corone,Carrion Crow,flight call,Dominique Guillerme,https://xeno-canto.org/818956
829725,Corvus corone,Carrion Crow,flight call,João Tomás,https://xeno-canto.org/829725
845918,Corvus corone,Carrion Crow,flight call,Jorge Leitão,https://xeno-canto.org/845918
856556,Corvus corone,Carrion Crow,flight call,Martin Billard,https://xeno-canto.org/856556
871713,Corvus corone,Carrion Crow,flight call,Martin Billard,https://xeno-canto.org/871713
872792,Corvus corone,Carrion Crow,flight call,João Tomás,https://xeno-canto.org/872792
918823,Corvus corone,Carrion Crow,flight call,Sonothèque ADVL,https://xeno-canto.org/918823
935634,Corvus corone,Carrion Crow,flight call,Philippe_Grange,https://xeno-canto.org/935634
950352,Corvus corone,Carrion Crow,flight call,Raphaël Bussière,https://xeno-canto.org/950352
962079,Corvus corone,Carrion Crow,flight call,Le Louaver Manuel,https://xeno-canto.org/962079
656007,Turdus merula,Common Blackbird,flight call,Joost van Bruggen,https://xeno-canto.org/656007
674257,Turdus merula,Common Blackbird,flight call,Esperanza Poveda,https://xeno-canto.org/674257
674259,Turdus merula,Common Blackbird,flight call,Esperanza Poveda,https://xeno-canto.org/674259
674260,Turdus merula,Common Blackbird,"call, flight call",Esperanza Poveda,https://xeno-canto.org/674260
676270,Turdus merula,Common Blackbird,flight call,Ireneusz Oleksik,https://xeno-canto.org/676270
677950,Turdus merula,Common Blackbird,flight call,Esperanza Poveda,https://xeno-canto.org/677950
681636,Turdus merula,Common Blackbird,"flight call, nocturnal flight call",Krzysztof Deoniziak,https://xeno-canto.org/681636
691734,Turdus merula,Common Blackbird,"flight call, nocturnal flight call, sex uncertai",Joost van Bruggen,https://xeno-canto.org/691734
758947,Turdus merula,Common Blackbird,flight call,Irish Wildlife Sounds,https://xeno-canto.org/758947
758949,Turdus merula,Common Blackbird,flight call,Irish Wildlife Sounds,https://xeno-canto.org/758949
761784,Turdus merula,Common Blackbird,"call, flight call, nocturnal flight call",Mark Pearson,https://xeno-canto.org/761784
766600,Turdus merula,Common Blackbird,flight call,Irish Wildlife Sounds,https://xeno-canto.org/766600
770989,Turdus merula,Common Blackbird,flight call,Michel Veldt,https://xeno-canto.org/770989
773909,Turdus merula,Common Blackbird,"flight call, chup calls",Irish Wildlife Sounds,https://xeno-canto.org/773909
774369,Turdus merula,Common Blackbird,Flight thrill,Irish Wildlife Sounds,https://xeno-canto.org/774369
788536,Turdus merula,Common Blackbird,"flight call, nocturnal flight call",Diego Fernandez Martinez,https://xeno-canto.org/788536
790975,Turdus merula merula,Unknown,"alarm call, call, flight call",Jarek Matusiak,https://xeno-canto.org/790975
807992,Turdus merula,Common Blackbird,"flight call, laughter-call",Albert Lastukhin,https://xeno-canto.org/807992
813810,Turdus merula,Common Blackbird,flight call,Albert Lastukhin,https://xeno-canto.org/813810
825629,Turdus merula,Common Blackbird,flight call,Esperanza Poveda,https://xeno-canto.org/825629
825630,Turdus merula,Common Blackbird,flight call,Esperanza Poveda,https://xeno-canto.org/825630
825631,Turdus merula,Common Blackbird,flight call,Esperanza Poveda,https://xeno-canto.org/825631
825632,Turdus merula,Common Blackbird,flight call,Esperanza Poveda,https://xeno-canto.org/825632
825633,Turdus merula,Common Blackbird,flight call,Esperanza Poveda,https://xeno-canto.org/825633
834560,Turdus merula,Common Blackbird,"alarm call, flight call",Alain Malengreau,https://xeno-canto.org/834560
835384,Turdus merula,Common Blackbird,flight call,Esperanza Poveda,https://xeno-canto.org/835384
837702,Turdus merula,Common Blackbird,"call, flight call",Lars Edenius,https://xeno-canto.org/837702
841146,Turdus merula,Common Blackbird,"call, flight call, nocturnal flight call",Johannes Dag Mayer,https://xeno-canto.org/841146
843496,Turdus merula,Common Blackbird,flight call,Esperanza Poveda,https://xeno-canto.org/843496
872568,Turdus merula,Common Blackbird,flight call,FREDERIC Lionel,https://xeno-canto.org/872568
879587,Turdus merula,Common Blackbird,flight call,Noi Savant,https://xeno-canto.org/879587
881851,Turdus merula,Common Blackbird,flight call,Esperanza Poveda,https://xeno-canto.org/881851
960559,Turdus merula,Common Blackbird,"flight call, Tok-tok-tsitsi call",João Tomás,https://xeno-canto.org/960559
388603,Fringilla coelebs,Common Chaffinch,flight call,Joost van Bruggen,https://xeno-canto.org/388603
391855,Fringilla coelebs,Common Chaffinch,"call, flight call",Boris Delahaie,https://xeno-canto.org/391855
396534,Fringilla coelebs,Common Chaffinch,flight call,Jordi Calvet,https://xeno-canto.org/396534
440415,Fringilla coelebs,Common Chaffinch,"call, flight call",Beatrix Saadi-Varchmin,https://xeno-canto.org/440415
447855,Fringilla coelebs,Common Chaffinch,"call, flight call",Stanislas Wroza,https://xeno-canto.org/447855
469504,Fringilla coelebs,Common Chaffinch,"call, flight call, song",Eetu Paljakka,https://xeno-canto.org/469504
511655,Fringilla coelebs,Common Chaffinch,flight call,Jordi Calvet,https://xeno-canto.org/511655
514080,Fringilla coelebs,Common Chaffinch,flight call,Sean Ronayne,https://xeno-canto.org/514080
608954,Fringilla coelebs,Common Chaffinch,"call, flight call",Luca Forneris,https://xeno-canto.org/608954
618241,Fringilla coelebs coelebs,Unknown,"call, flight call",Alexis Bukowski,https://xeno-canto.org/618241
621396,Fringilla coelebs,Common Chaffinch,"call, flight call, subsong",Irish Wildlife Sounds,https://xeno-canto.org/621396
624378,Fringilla coelebs,Common Chaffinch,"call, flight call, song, subsong",Ireneusz Oleksik,https://xeno-canto.org/624378
632355,Fringilla coelebs,Common Chaffinch,flight call,Niels Van Doninck,https://xeno-canto.org/632355
633527,Fringilla coelebs,Common Chaffinch,flight call,julien Rochefort,https://xeno-canto.org/633527
633529,Fringilla coelebs,Common Chaffinch,flight call,julien Rochefort,https://xeno-canto.org/633529
638364,Fringilla coelebs,Common Chaffinch,"flight call, song",Bernard BOUSQUET,https://xeno-canto.org/638364
665796,Fringilla coelebs,Common Chaffinch,flight call,Francesco Sottile,https://xeno-canto.org/665796
686304,Fringilla coelebs,Common Chaffinch,flight call,Irish Wildlife Sounds,https://xeno-canto.org/686304
689183,Fringilla coelebs,Common Chaffinch,flight call,Marta Celej,https://xeno-canto.org/689183
691751,Fringilla coelebs,Common Chaffinch,"call, flight call",Joost van Bruggen,https://xeno-canto.org/691751
692801,Fringilla coelebs,Common Chaffinch,flight call,Irish Wildlife Sounds,https://xeno-canto.org/692801
707497,Fringilla coelebs,Common Chaffinch,flight call,Sonothèque ADVL,https://xeno-canto.org/707497
770923,Fringilla coelebs,Common Chaffinch,flight call,Michel Veldt,https://xeno-canto.org/770923
792739,Fringilla coelebs,Common Chaffinch,flight call,Alan Dalton,https://xeno-canto.org/792739
796636,Fringilla coelebs,Common Chaffinch,"call, flight call, song",Niels Van Doninck,https://xeno-canto.org/796636
832131,Fringilla coelebs,Common Chaffinch,flight call,David Darrell-Lambert,https://xeno-canto.org/832131
838620,Fringilla coelebs,Common Chaffinch,"aberrant, flight call",Stanislas Wroza,https://xeno-canto.org/838620
861908,Fringilla coelebs,Common Chaffinch,flight call,Esperanza Poveda,https://xeno-canto.org/861908
863543,Fringilla coelebs,Common Chaffinch,flight call,Esperanza Poveda,https://xeno-canto.org/863543
863545,Fringilla coelebs,Common Chaffinch,flight call,Esperanza Poveda,https://xeno-canto.org/863545
863546,Fringilla coelebs,Common Chaffinch,flight call,Esperanza Poveda,https://xeno-canto.org/863546
863547,Fringilla coelebs,Common Chaffinch,flight call,Esperanza Poveda,https://xeno-canto.org/863547
714324,Alcedo atthis bengalensis,Unknown,flight call,Ray Tsu 诸仁,https://xeno-canto.org/714324
744600,Alcedo atthis,Common Kingfisher,flight call,Irish Wildlife Sounds,https://xeno-canto.org/744600
748944,Alcedo atthis,Common Kingfisher,flight call,Sergi,https://xeno-canto.org/748944
748945,Alcedo atthis,Common Kingfisher,flight call,Sergi,https://xeno-canto.org/748945
748946,Alcedo atthis,Common Kingfisher,flight call,Sergi,https://xeno-canto.org/748946
749220,Alcedo atthis,Common Kingfisher,flight call,Irish Wildlife Sounds,https://xeno-canto.org/749220
755156,Alcedo atthis,Common Kingfisher,flight call,Jorge Leitão,https://xeno-canto.org/755156
763690,Alcedo atthis,Common Kingfisher,flight call,Branislav Oblučar,https://xeno-canto.org/763690
767393,Alcedo atthis,Common Kingfisher,flight call,Branislav Oblučar,https://xeno-canto.org/767393
774427,Alcedo atthis,Common Kingfisher,flight call,Irish Wildlife Sounds,https://xeno-canto.org/774427
815909,Alcedo atthis,Common Kingfisher,flight call,Albert Lastukhin,https://xeno-canto.org/815909
815910,Alcedo atthis,Common Kingfisher,flight call,Albert Lastukhin,https://xeno-canto.org/815910
815911,Alcedo atthis,Common Kingfisher,flight call,Albert Lastukhin,https://xeno-canto.org/815911
